signal_id,ehtimollik
SG_000001,0.1704152980280097
SG_000007,0.19386216336285123
SG_000009,0.13878658029439475
SG_000010,0.12475452151894104
SG_000011,0.19297951380070275
SG_000018,0.17260913311260487
SG_000024,0.19451610245957685
SG_000026,0.1511186380963346
SG_000032,0.19585186959045764
SG_000033,0.1528166709671271
SG_000034,0.12791233374129962
SG_000036,0.1566041039637074
SG_000039,0.16413924668606317
SG_000048,0.16024844712489164
SG_000049,0.16156241014625325
SG_000050,0.22523119187791224
SG_000053,0.1395342464656704
SG_000054,0.2206235362012106
SG_000055,0.1584043473641657
SG_000058,0.16339718410911663
SG_000059,0.173414582040819
SG_000061,0.18601958664054327
SG_000062,0.17821869124296985
SG_000072,0.18925773342492774
SG_000073,0.15677877264483725
SG_000075,0.17546299258808293
SG_000080,0.2122364064047409
SG_000081,0.19185593405612164
SG_000083,0.17118647777995108
SG_000086,0.18970820189065524
SG_000087,0.17457078335503176
SG_000092,0.20444275663910522
SG_000099,0.1923644724877625
SG_000100,0.14065877324253767
SG_000105,0.14456071610832902
SG_000106,0.1923855034258112
SG_000107,0.12506607168173467
SG_000118,0.17224883240971162
SG_000120,0.15270274573994919
SG_000125,0.15361822391656016
SG_000129,0.15081198914570404
SG_000137,0.1687795820599503
SG_000146,0.17828322555282494
SG_000147,0.18834040655349346
SG_000149,0.18743901327403195
SG_000153,0.1956875913741692
SG_000161,0.20218671877111136
SG_000163,0.1629454365127955
SG_000165,0.19366672783001743
SG_000173,0.15407930557888433
SG_000178,0.17102390316603608
SG_000179,0.15507985599808033
SG_000187,0.21986778014022904
SG_000192,0.13617978505027878
SG_000193,0.16557468112589735
SG_000195,0.1616335173056745
SG_000196,0.15712638986111332
SG_000201,0.17849304685351508
SG_000203,0.15227876618885722
SG_000205,0.21024289350694514
SG_000207,0.17417057834577493
SG_000211,0.16385632616009943
SG_000214,0.1688776197843728
SG_000217,0.15666365202152582
SG_000218,0.21113482983863846
SG_000219,0.17337276960826112
SG_000227,0.14833592043870514
SG_000229,0.18378770012577722
SG_000232,0.15401323646940782
SG_000240,0.13705532410846882
SG_000242,0.19876979220646918
SG_000244,0.1585685765166594
SG_000246,0.1493863319046898
SG_000250,0.17899639463070594
SG_000253,0.1805051181228253
SG_000262,0.1787817949480836
SG_000269,0.22003487220702858
SG_000270,0.1485818150306356
SG_000271,0.22303938162198592
SG_000284,0.19994754639502021
SG_000286,0.17576397906773403
SG_000287,0.1351715362200508
SG_000290,0.20874938261774015
SG_000291,0.1575464576150351
SG_000301,0.1748718033782
SG_000302,0.19828914967554026
SG_000304,0.13625610540059924
SG_000306,0.15789445208868275
SG_000309,0.19277331439617917
SG_000314,0.20619484904611296
SG_000319,0.2369490344829818
SG_000320,0.15526586572796294
SG_000321,0.16035301590453796
SG_000325,0.19497671030588698
SG_000328,0.16533259713948073
SG_000329,0.1515171636445361
SG_000333,0.17707281832515226
SG_000334,0.20580014301110633
SG_000335,0.1582541508951129
SG_000339,0.15190123658530202
SG_000341,0.1713109778147589
SG_000345,0.1951255738339257
SG_000347,0.15651169443701368
SG_000349,0.18883962223488818
SG_000350,0.22051968241987546
SG_000351,0.1248333460789007
SG_000357,0.16859652159693267
SG_000360,0.20577027763022332
SG_000366,0.18623875629793613
SG_000368,0.18410675776062824
SG_000370,0.17250239968310951
SG_000378,0.15655145406503074
SG_000386,0.1753738332632341
SG_000394,0.14859375918171355
SG_000395,0.11560212933335305
SG_000397,0.19746444566143292
SG_000398,0.1790528397358762
SG_000401,0.19493432009076442
SG_000402,0.1764000948896339
SG_000414,0.21209551913246613
SG_000415,0.13204852155042937
SG_000419,0.18042467148984398
SG_000420,0.18335530710604867
SG_000422,0.23792199758716942
SG_000425,0.1434624797675057
